date,modeled_baseline_payout,modeled_adjusted_payout,insurance_net_isk
2022-06-04,157657594414.87,147182649670.526,70497994193
2022-06-05,138964185663.56,124067334688.876,73066472967
2022-06-06,99391123679.68,92109923965.568,48052750474
2022-06-07,132271416096.51,125306322735.765,56241545132
2022-06-08,173392862039.55,163064258556.188,57316785797
2022-06-09,163429482305.26,152456746732.096,41824824055
2022-06-10,180333189445.57,169419084346.955,47969420183
2022-06-11,101001908134.95,89987377676.7025,52105062300
2022-06-12,218814040579.55,215430065943.404,119690703422
2022-06-13,159368503930.15,149080103934.043,74101929569
2022-06-14,93821208812.89,83984496821.221,46659148449
2022-06-15,89272454587.68,79070586391.295,53772085843
2022-06-16,166927004564.1,156544040606.121,42202738980
2022-06-17,90172927218.3,76673587295.249,39373434176
2022-06-18,106337714509.9,94040172022.8655,67349792241
2022-06-19,400632015483.66,386917044513.665,66428896868
2022-06-20,89658685193.89,78524485193.422,55075353849
2022-06-21,82879248272.67,79165871365.6,38956211002
2022-06-22,329664154695.99,315045294058.94,42326642216
2022-06-23,163829896248.47,160317909238.665,46836471113
2022-06-24,189069200173.86,178228065718.845,72731834091
2022-06-25,133057450917.02,116598782425.261,57379761701
2022-06-26,176311503586.31,166394338868.448,64672605156
2022-06-27,110518774151.05,93548040368.9175,47540432266
2022-06-28,254927296914.42,240590391504.468,50575786870
2022-06-29,78314435153.19,74429310187.4005,41860992023
2022-06-30,132567979653.39,122496432672.319,37007551657
2022-07-01,90707059237.02,87400582752.0575,39082343829
2022-07-02,92765545802.96,81351688468.165,55912065423
2022-07-03,103019244003.15,91175704807.818,46609736737
2022-07-04,108358909237.87,104602668248.515,41322373599
2022-07-05,162815096073.89,155160435625.236,41670239063
2022-07-06,100302411842.87,83120689740.543,51894371244
2022-07-07,114320952156.77,99566610896.325,40612364008
2022-07-08,100000888040.39,85507919848.184,44382728743
2022-07-09,119823556774.88,106040078525.82,77929459246
2022-07-10,179519501527.66,159568267797.526,62392320526
2022-07-11,140374129693.62,129644067379.844,49016616083
2022-07-12,74343291393.71,70818865082.297,38003743322
2022-07-13,59549214247.04,52910627654.99,35822062568
2022-07-14,210558454003.62,200089208755.879,52062926387
2022-07-15,287221097034.38,277073467837.982,58189993531
2022-07-16,126091699096.02,114373643706.97,74514397850
2022-07-17,337153924343.15,327163348326.328,64978330017
2022-07-18,82379562826.49,68941530938.779,48429917778
2022-07-19,65445545447.35,62183895846.0915,43269191858
2022-07-20,171063954336.83,156275800284.55,47564797926
2022-07-21,86517153683.34,79862501913.623,46978460722
2022-07-22,178320428371.62,178320428371.62,51554209594
2022-07-23,121489985787.02,111503271978.039,72261961085
2022-07-24,82088077446.53,75722237562.3865,68540254102
2022-07-25,111811019829.04,101765108681.777,52034679845
2022-07-26,108467519122.17,94293118940.816,52093201999
2022-07-27,157669333811.16,143727168640.687,48212128837
2022-07-28,91898885468.05,85086937776.692,50182957150
2022-07-29,145621107592.88,132082320767.693,53571081715
2022-07-30,188705916180.71,179206887085.429,59955571190
2022-07-31,288017231773.27,274447788411.574,66287103004
2022-08-01,293707981853.39,286829928713.177,48980195951
2022-08-02,147712751423.92,140833657168.636,43376998932
2022-08-03,111379515325.43,101181123935.521,42561997347
2022-08-04,110133681162.99,103181983928.81,35653849554
2022-08-05,103281537815.04,89540373937.387,52195506957
2022-08-06,123256400518.04,116354973594.925,56833382155
2022-08-07,88673219905.91,78452119490.9075,49771430683
2022-08-08,91541967530.28,81714754933.7355,37342385370
2022-08-09,158606765342.72,155362172855.503,50453867184
2022-08-10,98816958988.41,88953923992.571,38942620228
2022-08-11,86360446353.7,76516648311.8965,36031682356
2022-08-12,169601638347.52,156540577654.716,50200850652
2022-08-13,149335871470.88,139582258919.943,43398792221
2022-08-14,233171356055.78,219800606989.154,56223195473
2022-08-15,136935306436.73,126665276972.344,40069325728
2022-08-16,111410056051.85,97042379925.433,40206658183
2022-08-17,129731688850.81,123044898481.822,42627809718
2022-08-18,337849306714.62,327595994933.614,42674247453
2022-08-19,150323740024.81,143957337474.403,38872978308
2022-08-20,71061545956.98,61175744811.6615,41103428856
2022-08-21,117690665624.61,98863026779.4475,75904054408
2022-08-22,70060584967.06,63579638201.007,44205457258
2022-08-23,83112391293.38,76785208626.514,36738814905
2022-08-24,188600641088.65,182211276412.517,33095275323
2022-08-25,84170291798.96,69190830819.5705,28449164999
2022-08-26,71703023949.4,62419737872.234,37927493514
2022-08-27,138221611184.17,131839550754.659,47379288530
2022-08-28,148015978810.3,136029869648.003,56391318706
2022-08-29,69940385270.04,63645263451.0245,33070857212
2022-08-30,165612958506.59,158954172292.112,33221591272
2022-08-31,78817483181.62,68633819527.2985,27808937892
2022-09-01,89856947951.05,80022688700.5535,40322504161
2022-09-02,162803332080.95,149652102163.007,46956204190
2022-09-03,142033997833.12,132408674423.917,48630833177
2022-09-04,267104997719.55,260798825339.568,39216660236
2022-09-05,946156767726.89,932897869311.964,60037015996
2022-09-06,118585383952.88,102450032528.478,57675147153
2022-09-07,95297980197.36,80901772475.784,39446875539
2022-09-08,124612658703.92,118949257117.431,32194187300
2022-09-09,145287775275.02,136280227826.77,39536897443
2022-09-10,141885737224.56,132572683230.618,66282501248
2022-09-11,250507133317.28,244031558238.801,71309578577
2022-09-12,97327256995.05,90981904107.463,47611213273
2022-09-13,145328126063.58,135541745121.044,39117231534
2022-09-14,315604956135.34,305746607898.427,42154268850
2022-09-15,97549380730.53,91010775447.742,42814645791
2022-09-16,200910022505.19,193741844648.564,43922568047
2022-09-17,121712937356.44,109798182971.168,57052637471
2022-09-18,109291349850.62,99459956359.169,51248457417
2022-09-19,78048074078.6,64523683718.118,45959707024
2022-09-20,99709140471.74,81198033927.218,60312748035
2022-09-21,117569376431.31,111096727476.726,34494252040
2022-09-22,162800414874.38,149006224586.595,46926203541
2022-09-23,372139393233.61,362297543614.099,34187981483
2022-09-24,168130076365.45,155158913405.405,74705726533
2022-09-25,162096474332.12,151960163034.021,65879414525
2022-09-26,221765119688.88,208768362184.882,66981672530
2022-09-27,154659108468.87,141866850379.261,41197675940
2022-09-28,90968755610.93,79285343349.262,31286866060
2022-09-29,125481228184.08,122249385885.546,35639971412
2022-09-30,74055223251.41,64237370862.49,37384527427
2022-10-01,107503462311.16,100665336347.376,60289582541
2022-10-02,119536049816.62,100816212552.592,60646619358
2022-10-03,86788798753.03,72906944855.146,46416488496
2022-10-04,161828492472.6,148342048892.128,41122130090
2022-10-05,154981479091.47,144767751267.569,40555718279
2022-10-06,154575270856.06,144672323627.319,42701773529
2022-10-07,83831233728.06,73750204087.132,41161838087
2022-10-08,347718705257.2,335717048561.456,84284265917
2022-10-09,337562629285.97,327629204521.115,53494849881
2022-10-10,181463230410.24,167669832125.408,48979551014
2022-10-11,124185101108.95,111007028629.131,42171715081
2022-10-12,75422229005.09,65271460776.7715,34336305556
2022-10-13,136688309346.82,123289613696.226,33968904895
2022-10-14,178848867664.99,169048109194.296,43004650040
2022-10-15,121862004212.82,108767744139.368,61688113647
2022-10-16,177506286711.74,171083643447.845,51708238358
2022-10-17,119759758782.2,109985067676.527,44241963149
2022-10-18,168100391900.54,153568886561.555,50025301330
2022-10-19,79125152557.6,75589939456.235,36277585315
2022-10-20,172776063067.46,162468138257.967,42513897075
2022-10-21,93507489709.1,79462730350.496,51648718091
2022-10-22,126837509319.34,113189115101.406,60553964191
2022-10-23,199677802945.89,193152203270.622,55416435949
2022-10-24,297601111651.58,287630357453.36,51064502253
2022-10-25,248407140280.92,241679829697.464,49877578972
2022-10-26,243658126193.06,230177810814.816,52404123649
2022-10-27,239829820763.62,224806962449.983,48151683733
2022-10-28,217608727922.27,207250796227.166,53180333386
2022-10-29,132251081564.8,114843620288.238,59504698704
2022-10-30,255778539364,243618538645.921,69285067102
2022-10-31,117503368154.99,100884958158.131,56322260097
2022-11-01,179360155081.94,173068709587.92,46157202768
2022-11-02,261560841450.87,251562701972.072,46038185696
2022-11-03,88097349025.72,74376691385.436,39706170154
2022-11-04,249716599469.09,239369421002.768,60361416977
2022-11-05,263986404631.67,253275467404.279,74705844678
2022-11-06,177372843437.06,167253544453.549,57361596033
2022-11-07,93741221358.65,86741634649.175,42023252540
2022-11-08,123474891842.79,110694147529.271,68559579088
2022-11-09,110869107017.22,96333274465.527,41928190398
2022-11-10,168781420378.08,154428160950.491,45159779232
2022-11-11,111558154480.03,95957677628.985,54034131577
2022-11-12,223446867193.85,200627635523.104,57959513084
2022-11-13,325958410660.85,310914293250.972,65613624289
2022-11-14,415899322983.35,401559646188.994,53191850876
2022-11-15,173204800301.56,163357668662.479,38630170717
2022-11-16,181580890920.3,158661113955.891,44553950113
2022-11-17,152289060498.36,120704881032.602,44758455502
2022-11-18,132991845946.2,104247829767.347,53308141835
2022-11-19,287172525529.03,272163526935.477,124213814655
2022-11-20,101340686725.39,87360562036.6965,59388764197
2022-11-21,118108693016.75,93798939801.5935,51064918595
2022-11-22,195025199739.44,180814307260.132,49213365871
2022-11-23,188439702406.08,169719543620.168,44555963552
2022-11-24,135333159303.43,114457228544.184,43520146665
2022-11-25,246076720847.88,223412121835.935,56676581237
2022-11-26,179983188059.23,171236009130.434,64466258392
2022-11-27,180801838038.61,163714866167.606,65989190922
2022-11-28,154383264559.04,146307349105.368,40408585991
2022-11-29,154883757040.66,146681102412.842,36298398553
2022-11-30,118178660464.88,101342972680.479,44169015762
2022-12-01,573449849621.93,546296891923.109,52689011998
2022-12-02,120184114151.79,106522100357.736,50245807117
2022-12-03,283987545457.31,274969144336.263,63833025930
2022-12-04,217119579020.01,192525138616.267,65553509219
2022-12-05,377156693749.69,342110241823.81,57967442795
2022-12-06,185651716085.94,168106237877.137,41487560044
2022-12-07,145016696367.56,122652444471.126,43882529031
2022-12-08,107100211720.81,100053452690.263,46302022596
2022-12-09,127183028699.64,105235261275.602,47719615407
2022-12-10,218128539225.19,193792796692.199,67831963819
2022-12-11,372845484515.3,341162284419.417,67272939758
2022-12-12,117209584449.08,97087318661.314,45984376117
2022-12-13,166747530013.71,154687566503.868,47585014483
2022-12-14,181764635732.71,173561324820.147,39779738497
2022-12-15,169993999947.81,157812386260.572,52087953739
2022-12-16,151408165549.31,147149181437.114,59351286277
2022-12-17,428403993010.95,411579969146.631,90153135085
2022-12-18,227829037785.59,198512930327.601,100261825110
2022-12-19,92425453607.78,76243697282.417,57147942578
2022-12-20,178516106641.62,166561093852.795,51953250454
2022-12-21,129183836394.87,117609331720.193,54686666388
2022-12-22,112800805255.25,100164083743.47,44656951950
2022-12-23,118356423475.83,102280141618.27,50773911447
2022-12-24,120027215721.16,103392380966.255,54312288658
2022-12-25,95347068326.56,82824940139.9745,52735586370
2022-12-26,108873377275.55,104740131542.927,48865604658
2022-12-27,204879829283.65,188834529988.242,59137123968
2022-12-28,245873166950.32,233502091107.361,52896987109
2022-12-29,104265319732.36,96230444487.8975,48965329830
2022-12-30,123745060563.8,103408628951.398,57505882322
2022-12-31,208799992983.92,188097496075.804,53005212962
